"flight_id","origin_code","destination_code","travel_time","cost"
"FL000116","DIQ","BNW","74","1366.37"
"FL000117","RIE","ARX","138","290.97"
"FL000118","LSY","FOG","376","1333.69"
"FL000119","AXX","NYM","78","951.35"
"FL000120","LUV","OCS","329","618.54"
"FL000121","OCS","APT","104","1429.2"
"FL000122","BBZ","SUO","98","1107.32"
"FL000123","TFS","LXR","289","1166.97"
"FL000124","MCC","GLC","74","1011.31"
"FL000125","CRI","DUS","331","788.88"
"FL000126","OSW","ELZ","77","420.14"
"FL000127","FLT","DYR","92","411.17"
"FL000128","SWO","PNA","359","923.19"
"FL000129","BQO","TZX","241","1029.27"
"FL000130","PYR","IAG","488","873.48"
"FL000131","YGH","DRH","110","389.51"
"FL000132","BCT","URM","530","1415.03"
"FL000133","LAD","INJ","237","1099.78"
"FL000134","NNK","BZV","63","593.37"
"FL000135","LLT","HUS","450","611.56"
"FL000136","KUQ","SHT","307","684.47"
"FL000137","SHL","MPJ","58","186.3"
"FL000138","BCT","ONL","346","305.04"
"FL000139","KTA","CXY","92","1376.13"
"FL000140","ANP","URM","84","627.72"
"FL000141","SHT","HTI","163","1294.14"
"FL000142","TWH","HSZ","353","1122.81"
"FL000143","UAC","SEW","464","436.37"
"FL000144","SDC","RIE","490","878.48"
"FL000145","ULP","INT","164","548.34"
"FL000146","RVK","SYO","468","996.33"
"FL000147","RKP","BWQ","66","195.09"
"FL000148","TZX","PYR","209","188"
"FL000149","SYO","MXX","340","950.75"
"FL000150","UTK","NUW","139","305.07"
"FL000151","TMX","NKD","154","342.14"
"FL000152","WKK","XIN","488","444.84"
"FL000153","MUC","PUZ","570","623.29"
"FL000154","NUW","GEM","374","154.16"
"FL000155","ONL","OCS","45","186.15"
"FL000156","PDP","BDE","499","1170.21"
"FL000157","CUI","IUE","309","114.41"
"FL000158","OME","AUP","561","571.47"
"FL000159","PUZ","NNK","74","801.24"
"FL000160","XCO","PWO","58","889.25"
"FL000161","BPE","SQV","569","642.51"
"FL000162","BWQ","KIH","308","137.68"
"FL000163","ZIG","TNC","176","171.2"
"FL000164","NUW","YVQ","248","1247.33"
"FL000165","RBS","KHE","327","1443.19"
"FL000166","PDP","TJH","258","1452.21"
"FL000167","MIN","MLF","422","171.92"
"FL000168","CTB","RSU","344","671.3"
"FL000169","TII","LAD","332","654.28"
"FL000170","GJA","SAW","151","666.91"
"FL000171","BSB","NCJ","571","1285.65"
"FL000172","ZIG","AEU","422","390.2"
"FL000173","NNK","JUU","77","151.5"
"FL000174","SQV","FOG","261","1467.38"
"FL000175","RSU","POD","59","1361.78"
"FL000176","MAJ","IUE","594","664.45"
"FL000177","PRP","IBI","252","540.54"
"FL000178","LLL","MWA","506","1104.4"
"FL000179","PUJ","BSJ","303","1449.58"
"FL000180","DRI","MHS","516","703.42"
"FL000181","EFK","ZGR","63","513.93"
"FL000182","TJH","CEA","408","188.43"
"FL000183","UTK","PRP","376","76.13"
"FL000184","TJH","NKD","70","966.52"
"FL000185","KHE","KBN","218","854.43"
"FL000186","MWA","ATO","557","1482.43"
"FL000187","BSB","BSJ","131","670.57"
"FL000188","SGK","CEW","454","894.78"
"FL000189","MCC","GTE","396","1030.3"
"FL000190","BNP","MLB","342","470.01"
"FL000191","TMF","PUJ","301","1239.58"
"FL000192","ULP","DUS","233","1262.15"
"FL000193","MVE","LWY","280","486.75"
"FL000194","WHB","AJF","338","124.8"
"FL000195","WYN","WLP","145","445.16"
"FL000196","YUA","MFZ","368","803.61"
"FL000197","VPE","BCT","197","231.05"
"FL000198","BKD","WUV","526","418.97"
"FL000199","SHL","SQV","408","279.78"
"FL000200","KBN","KDL","247","1230.64"
"FL000201","TEG","LBJ","538","728.98"
"FL000202","TAO","DRH","150","732.17"
"FL000203","INJ","XCO","428","399.35"
"FL000204","XYA","BCM","240","738.77"
"FL000205","IBI","NUK","348","1199.84"
"FL000206","SVC","MFZ","510","1184.04"
"FL000207","ALF","BWQ","200","949.59"
"FL000208","EFK","MAJ","333","739.34"
"FL000209","DLH","EGN","166","943.38"
"FL000210","KXF","PYR","523","1259.67"
"FL000211","SYJ","LSY","444","649.79"
"FL000212","MLB","NTC","248","1137.48"
"FL000213","YGH","AUP","581","898.38"
"FL000214","ULP","MLF","381","1253.59"
"FL000215","DUS","BBZ","510","752.16"
"FL000216","JUU","MLF","364","95.27"
"FL000217","PRV","MFZ","141","801.54"
"FL000218","TEG","MHS","123","160.29"
"FL000219","NYM","HGD","492","634.55"
"FL000220","HTM","KHE","442","1495.84"
"FL000221","LSY","GLC","154","1079.72"
"FL000222","TBO","YUA","325","764.53"
"FL000223","GRF","HTV","117","381.83"
"FL000224","NGI","ONL","418","657.93"
"FL000225","CSK","ACK","234","1280.04"
"FL000226","AKQ","SHT","433","1044.95"
"FL000227","TFS","AOL","322","427.06"
"FL000228","PUJ","SVC","227","138.45"
"FL000229","HTV","RSD","418","965.59"
"FL000230","MAJ","LMD","387","251.94"
"FL000231","ABL","INT","463","1008.34"
"FL000232","LIC","LLT","484","1073.17"
"FL000233","AGN","WHB","137","1219.41"
"FL000234","TPF","LMD","345","1437.56"
"FL000235","GNT","KDL","414","798.87"
"FL000236","PRZ","GTN","445","858.61"
"FL000237","DLH","ANP","507","692.89"
"FL000238","TII","NNK","67","585.98"
"FL000239","CEW","SVC","119","1170.85"
"FL000240","LKN","TFS","88","241.58"
"FL000241","KBC","WRN","164","605.83"
"FL000242","TFS","GHM","582","815.13"
"FL000243","BUM","ABL","487","1302.94"
"FL000244","LUV","IAG","431","727.37"
"FL000245","IKS","JCY","377","823.59"
"FL000246","NYM","HCN","598","1494.6"
"FL000247","LTW","RVK","448","1328.48"
"FL000248","DEI","PUJ","522","1199.92"
"FL000249","MRV","PRP","271","985.44"
"FL000250","SZM","GYL","330","834.36"
"FL000251","BBZ","LLL","122","1488.56"
"FL000252","GTN","BWQ","135","1467.43"
"FL000253","KDL","BGX","494","1355.49"
"FL000254","YSI","CAH","67","1148.54"
"FL000255","SRZ","MFZ","61","404.69"
"FL000256","SRZ","NYM","484","822.79"
"FL000257","HUS","BZV","283","1014.6"
"FL000258","ACK","XYE","283","954.96"
"FL000259","INT","MWA","278","1181.67"
"FL000260","TDN","BZV","461","309.07"
"FL000261","LLE","HWD","250","151.57"
"FL000262","IGB","SGK","238","1338.52"
"FL000263","PRA","DIQ","514","1234.72"
"FL000264","ARZ","VPE","456","94.59"
"FL000265","PUZ","SPA","119","408.81"
"FL000266","HWD","HTM","201","719.74"
"FL000267","COO","OUE","164","613.43"
"FL000268","MZO","TWH","348","1205.28"
"FL000269","RBS","RKP","379","131.92"
"FL000270","ABL","HNM","360","1354.29"
"FL000271","ISL","CWA","136","123.98"
"FL000272","SVC","SPA","216","650.51"
"FL000273","BXY","YFJ","190","923.47"
"FL000274","LMD","BSI","281","258.23"
"FL000275","TNC","HUA","501","1176.55"
"FL000276","BQO","IKS","468","401.62"
"FL000277","KBC","TEG","237","716.42"
"FL000278","BGX","CUI","216","1197.07"
"FL000279","TFS","YTP","370","359.61"
"FL000280","MXX","DUA","183","965.41"
"FL000281","MIN","PDP","80","1111.3"
"FL000282","BKD","NUK","559","1446.37"
"FL000283","AEU","TNC","369","1218.58"
"FL000284","KIH","RJH","131","1058.41"
"FL000285","MFK","GTE","567","292.17"
"FL000286","BCM","SHT","454","967.31"
"FL000287","TPF","AXX","354","972"
"FL000288","TZX","MGA","490","389.13"
"FL000289","BNP","ELZ","544","1411.94"
"FL000290","UKX","LAD","177","288.89"
"FL000291","NVN","ONL","58","361.73"
"FL000292","KBC","SRS","536","419.89"
"FL000293","YVQ","EFK","283","649.16"
"FL000294","BUM","TPF","246","94.79"
"FL000295","PRV","MRV","401","817.49"
"FL000296","WHB","MNO","67","370.25"
"FL000297","BNP","OSW","123","1084.96"
"FL000298","AOL","MGA","486","1136.87"
"FL000299","CUI","SAW","66","1332.4"
"FL000300","URM","KBN","336","902.65"
"FL000301","XCO","LLL","352","102.74"
"FL000302","GWV","HTV","562","888.57"
"FL000303","GNT","BTU","529","728.91"
"FL000304","WHB","HGD","473","1254.04"
"FL000305","GYL","LSY","349","1140.95"
"FL000306","GAY","YMU","242","1304.78"
"FL000307","LKN","KTA","445","805.83"
"FL000308","TEG","CTB","153","838.69"
"FL000309","HUA","SGD","566","177.86"
"FL000310","ZIG","MCC","282","448.46"
"FL000311","WLP","PWO","534","89.73"
"FL000312","ATO","KSH","244","1466.04"
"FL000313","MCC","SVC","346","90.15"
"FL000314","APT","TRV","169","657.9"
"FL000315","CXY","CUI","563","213.08"
"FL000316","BGX","YOL","338","568.38"
"FL000317","BXG","KXF","353","540.06"
"FL000318","TRV","CUI","94","536.32"
"FL000319","ONL","NGI","226","1205.25"
"FL000320","MNO","MXX","333","1165.69"
"FL000321","LBJ","BQO","327","1267.13"
"FL000322","OBC","BWQ","356","256.95"
"FL000323","GNT","JMO","117","134.9"
"FL000324","CEW","LBJ","377","78.17"
"FL000325","AGN","KBN","234","82.19"
"FL000326","TRV","YZH","157","524.26"
"FL000327","NVN","TDN","401","1071.36"
"FL000328","ZGR","KHE","113","948.6"
"FL000329","PPV","NNG","480","1396.18"
"FL000330","KIH","CUI","276","787.46"
"FL000331","PUJ","NCJ","323","422.51"
"FL000332","TCJ","AGN","184","144.7"
"FL000333","BXG","ARZ","465","1161.6"
"FL000334","LDE","SRS","596","489.58"
"FL000335","CWA","OUE","443","1105.69"
"FL000336","MVE","HUS","428","642.62"
"FL000337","INJ","KDL","535","1377.88"
"FL000338","PRP","JAV","104","564.51"
"FL000339","BOX","PGZ","181","575.73"
"FL000340","GHM","CXY","469","181.03"
"FL000341","SGK","TUS","57","254.03"
"FL000342","BGX","BRQ","391","1018.56"
"FL000343","YMU","PAL","259","1096.47"
"FL000344","GHE","TMF","585","1371.44"
"FL000345","HNM","HLH","518","124.89"
"FL000346","YXQ","MXX","334","74.21"
"FL000347","TMM","YOP","408","285.74"
"FL000348","BHB","KGC","475","912.12"
"FL000349","YGH","NTC","471","1430.5"
"FL000350","PGZ","PNK","452","120.72"
"FL000351","UAC","MFZ","458","137.04"
"FL000352","TMX","WHB","255","666.49"
"FL000353","AAR","MXX","395","676.64"
"FL000354","LKN","HVK","562","957.19"
"FL000355","DLH","MCC","561","443.54"
"FL000356","SZN","RBS","272","834.47"
"FL000357","HGD","WRN","211","547.23"
"FL000358","TZX","PUQ","86","310.99"
"FL000359","EUC","LSY","131","1409.39"
"FL000360","RPR","RBS","448","1236.94"
"FL000361","HZB","CSK","207","1387.55"
"FL000362","BZV","ATO","319","1069.99"
"FL000363","SZN","HTI","540","1245.51"
"FL000364","WKK","TNC","233","667.5"
"FL000365","LSY","TMM","235","765.47"
"FL000366","TPF","TFS","321","1276.21"
"FL000367","TWH","AKQ","80","475.86"
"FL000368","OCS","LDE","61","915.86"
"FL000369","NKD","BOX","178","738.78"
"FL000370","BWQ","PAL","341","585.42"
"FL000371","KME","BHU","398","1182.13"
"FL000372","RMS","ICN","350","1352.15"
"FL000373","AXX","DEI","116","618.01"
"FL000374","MZO","YTP","449","1480.65"
"FL000375","DEI","ZGR","412","850.72"
"FL000376","XIN","TMM","121","1083.23"
"FL000377","HCJ","BSB","343","798.23"
"FL000378","AUL","LMD","182","524.32"
"FL000379","BGX","APT","150","767.37"
"FL000380","YOP","HVK","442","73.24"
"FL000381","KIH","PPV","499","1253.95"
"FL000382","AAR","UTK","306","133.33"
"FL000383","BSJ","ICN","454","1107.55"
"FL000384","ZMH","WYN","91","198.7"
"FL000385","SJP","PWK","415","1260.11"
"FL000386","ABL","AGN","417","930.68"
"FL000387","SIP","PDP","442","270.73"
"FL000388","TEG","DUA","368","82.73"
"FL000389","GEM","DIQ","402","223.79"
"FL000390","WHB","LLL","515","738.48"
"FL000391","ZMH","PAL","116","1462.52"
"FL000392","MKB","ARX","321","1050.44"
"FL000393","AOL","LGR","62","752.68"
"FL000394","XYE","XYA","208","1311.3"
"FL000395","PRA","TDN","235","144.55"
"FL000396","GTE","SGT","47","271.01"
"FL000397","BGX","BEW","598","309.31"
"FL000398","GYL","ULP","439","276.9"
"FL000399","CEW","WAK","49","390.61"
"FL000400","MWE","ACK","308","1453.78"
"FL000401","LLL","HZB","185","1433.88"
"FL000402","TMM","IAG","580","1285.28"
"FL000403","BRQ","TRV","387","311.25"
"FL000404","ULP","GWV","347","783.13"
"FL000405","DUS","SEW","213","648.95"
"FL000406","GHM","SGT","237","1390.8"
"FL000407","BSJ","XYA","268","1296.92"
"FL000408","BTU","MLB","579","1212.41"
"FL000409","MHS","MAJ","462","1355.31"
"FL000410","MZH","TEG","568","883.08"
"FL000411","TJH","HTI","498","875.98"
"FL000412","HCN","MVE","147","479.07"
"FL000413","DIQ","SRS","460","1392.72"
"FL000414","YFJ","MLB","291","1477.49"
"FL000415","KTA","KSH","362","527.31"
"FL000416","MIB","KBC","588","482.5"
"FL000417","MIE","RSU","287","914.21"
"FL000418","AGN","MRR","284","681.23"
"FL000419","TFS","GEM","406","607.76"
"FL000420","BSI","SAW","362","1282.48"
"FL000421","MIB","BOX","161","591.29"
"FL000422","URA","SZM","270","1028.32"
"FL000423","KAB","KUQ","166","1130.74"
"FL000424","CTB","NUW","531","1003.2"
"FL000425","PPV","JMO","463","832.55"
"FL000426","LKN","RPR","186","68.37"
"FL000427","ANP","BXY","536","1015.57"
"FL000428","RIE","DLH","309","1356.92"
"FL000429","TJH","BEW","393","903.53"
"FL000430","AOL","PNA","588","1179.94"
"FL000431","YOL","KUQ","413","450.7"
"FL000432","WLP","CUI","574","671.91"
"FL000433","RKP","FTK","163","1481.47"
"FL000434","HZB","SZM","462","214.44"
"FL000435","HUS","LUV","208","1499.37"
"FL000436","RHO","ZIG","188","1309.09"
"FL000437","MNO","BXY","593","1151.52"
"FL000438","SYJ","NKD","467","865.87"
"FL000439","AJF","HZV","114","541.37"
"FL000440","GTE","SEW","367","618.26"
"FL000441","EUC","SJP","493","664.36"
"FL000442","SHT","SIP","530","1100.22"
"FL000443","GHE","ARX","449","1056.48"
"FL000444","URA","APT","393","1022.22"
"FL000445","BSI","WRN","590","215.11"
"FL000446","TAP","WAK","287","878.2"
"FL000447","YTP","TAO","290","133.66"
"FL000448","MWE","RIE","144","1320.33"
"FL000449","CNI","KIH","397","1056.94"
"FL000450","YUA","MPJ","54","1215.04"
"FL000451","YSI","BAB","482","736.44"
"FL000452","OCS","PRV","181","876.82"
"FL000453","LTW","SJP","505","250.46"
"FL000454","TRK","AXX","427","306.24"
"FL000455","YZH","DUA","147","343.17"
"FL000456","NNK","OIT","497","858.38"
"FL000457","GYL","SHT","83","645.89"
"FL000458","GYL","YUA","452","1023.49"
"FL000459","MFK","BCT","413","688.07"
"FL000460","TBO","IKS","49","300.73"
"FL000461","TBO","BTU","435","709.45"
"FL000462","XCO","TEG","530","276.74"
"FL000463","MFZ","TNC","416","1062.97"
"FL000464","DIQ","OIT","465","955.03"
"FL000465","OTQ","CSK","117","1078.9"
"FL000466","BKD","MPJ","169","658.21"
"FL000467","DYR","TBM","242","1244.85"
"FL000468","LSY","ICN","469","143.53"
"FL000469","CSK","DRI","483","305.88"
"FL000470","NVN","GAY","581","481.38"
"FL000471","APT","LLT","149","1325.98"
"FL000472","BAB","SZM","53","1438.32"
"FL000473","YGH","TFS","592","310.54"
"FL000474","PGZ","KME","138","877.82"
"FL000475","DIQ","TMX","448","679.62"
"FL000476","TMF","XYE","234","1454.17"
"FL000477","MIB","SPA","303","975.87"
"FL000478","LAD","POD","323","186.54"
"FL000479","BCM","MPJ","449","175.64"
"FL000480","DIQ","ATO","128","1051.42"
"FL000481","RAV","INJ","267","1164.34"
"FL000482","BAB","RPR","168","1400.26"
"FL000483","SUO","FLT","334","1261.74"
"FL000484","KGC","MVE","378","1396.9"
"FL000485","LXR","MFZ","144","1002.81"
"FL000486","MLF","BPE","559","1265.51"
"FL000487","CWA","UKX","549","1498.44"
"FL000488","MLF","TPF","554","499.9"
"FL000489","VYI","AGN","204","486.06"
"FL000490","DIQ","BKM","435","217.09"
"FL000491","WHB","MVE","482","1226.17"
"FL000492","MLB","IUE","295","1113.76"
"FL000493","DUA","SRZ","324","682.57"
"FL000494","NNG","ATY","110","1158.41"
"FL000495","AXX","OCS","170","589.62"
"FL000496","INT","FLT","244","1155.97"
"FL000497","MKW","MGA","433","922.28"
"FL000498","GTN","MKW","199","63.17"
"FL000499","ARX","MZH","192","111.94"
"FL000500","RPR","HCJ","474","1320.26"
"FL000501","YSI","BWQ","468","1171.55"
"FL000502","POD","PAL","122","982.93"
"FL000503","TZX","GHM","503","186.05"
"FL000504","LTW","MXX","281","298.3"
"FL000505","BWQ","YZH","325","1285.31"
"FL000506","ULP","SHT","314","1404.72"
"FL000507","JMO","HTM","554","196.54"
"FL000508","AUL","YVQ","139","571.72"
"FL000509","RJH","HCN","557","791.99"
"FL000510","BDE","XCO","143","1242.87"
"FL000511","ANP","MWA","422","1100.85"
"FL000512","CTB","ELZ","408","321.91"
"FL000513","MRR","IAG","523","876.3"
"FL000514","SPA","TZX","549","915.05"
"FL000515","TMF","URM","183","180.17"
"FL000516","MAR","NNK","273","1267.39"
"FL000517","OSW","RBS","209","1498.16"
"FL000518","RIE","LLT","436","908.14"
"FL000519","SUO","KTA","476","1371.11"
"FL000520","BWQ","GRF","297","537.9"
"FL000521","SUO","DEI","295","245.1"
"FL000522","FLT","TNI","458","1313.56"
"FL000523","DRH","KSH","499","973.14"
"FL000524","FRZ","LGR","185","102.3"
"FL000525","MRR","RSD","249","74.4"
"FL000526","AOL","TAO","472","1107.85"
"FL000527","INJ","CRI","443","1396.8"
"FL000528","HTI","BKD","278","1398.8"
"FL000529","SDC","LLT","175","1261.72"
"FL000530","GJA","XIN","388","1142.6"
"FL000531","DYR","WLP","353","183.49"
"FL000532","IAG","PRV","184","1149.16"
"FL000533","KHE","HWD","192","540.24"
"FL000534","YFJ","YSI","288","339.01"
"FL000535","IKS","BEW","451","1428.38"
"FL000536","OME","RSU","448","702.58"
"FL000537","MWE","UAC","190","663.82"
"FL000538","HUS","NCJ","286","581.92"
"FL000539","FLT","NUW","203","734.51"
"FL000540","LKN","KTA","393","531.2"
"FL000541","DRI","IGB","322","632.32"
"FL000542","GEM","NYM","343","1396.64"
"FL000543","DUS","TFS","528","1317.43"
"FL000544","BVO","JAV","526","1369.91"
"FL000545","MIB","BBZ","144","365.86"
"FL000546","LSY","GNT","544","76.23"
"FL000547","ARZ","WJR","106","1179.25"
"FL000548","TBM","ULP","97","466.87"
"FL000549","HLH","YOP","562","1391.36"
"FL000550","BXY","KSH","442","1242.52"
"FL000551","HCN","KXF","567","1235.14"
"FL000552","CAH","OCS","495","861.36"
"FL000553","HWD","MAJ","472","1484.58"
"FL000554","SRS","RIE","333","329.12"
"FL000555","DLH","SIP","91","1254.57"
"FL000556","HZV","TJH","472","795.4"
"FL000557","NUK","XCO","477","271.78"
"FL000558","DEI","ABG","374","594.15"
"FL000559","YFJ","BRQ","523","744.61"
"FL000560","EFK","YVQ","301","1143.11"
"FL000561","LGR","PNK","60","1190.15"
"FL000562","LUV","KBC","477","1038.07"
"FL000563","OME","BQO","524","1255.28"
"FL000564","YKY","OME","514","912.71"
"FL000565","PWO","KHE","528","1446.21"
"FL000566","SAW","IUE","501","1223.99"
"FL000567","SAW","INJ","375","272.75"
"FL000568","PNK","NNK","208","1470.93"
"FL000569","YZH","KXF","455","668.44"
"FL000570","GEM","WYN","217","1270.72"
"FL000571","LSY","LKN","190","1488.28"
"FL000572","CEW","GRF","115","795.05"
"FL000573","KDL","BCM","551","729.16"
"FL000574","TDN","PRA","584","675.79"
"FL000575","GEM","MFZ","46","1215.87"
"FL000576","KDL","NTC","114","1272.89"
"FL000577","OTQ","XYA","492","1373.09"
"FL000578","HTI","YGH","523","896.98"
"FL000579","PYR","HZB","130","1042.87"
"FL000580","PGD","URM","450","89.09"
"FL000581","CRI","NYM","398","470.55"
"FL000582","MKB","URM","471","817.41"
"FL000583","GAY","ARZ","428","798.41"
"FL000584","SEW","BSI","228","317.25"
"FL000585","HZV","NCJ","346","343.89"
"FL000586","SGK","MGA","247","188.92"
"FL000587","TBO","KSH","237","325.47"
"FL000588","ATO","NKD","59","1362.25"
"FL000589","LWY","SEW","340","676.22"
"FL000590","FTK","RSD","439","954.84"
"FL000591","HCJ","NGI","350","1264.11"
"FL000592","GEM","LTW","378","939.81"
"FL000593","MIB","HZV","438","1475.95"
"FL000594","NKD","GLC","79","140.97"
"FL000595","HVK","AJF","532","1216.56"
"FL000596","DUS","TUS","145","167.55"
"FL000597","TMX","SYO","57","1498.93"
"FL000598","HZV","WJR","147","253.53"
"FL000599","TII","TZX","90","1037.4"
"FL000600","IUE","KBN","243","147.87"
"FL000601","HNM","DEI","314","593.14"
"FL000602","LXR","TFS","388","1440.14"
"FL000603","LLT","CEA","438","705.26"
"FL000604","IKS","KIH","122","827.87"
"FL000605","LKN","CEA","351","1424.99"
"FL000606","SGT","TNI","398","1209.65"
"FL000607","RJH","BKM","197","588.74"
"FL000608","OTQ","BSJ","262","336.81"
"FL000609","IBI","RSU","85","1136.21"
"FL000610","LKN","MIE","320","410.42"
"FL000611","PPV","MLB","89","780.77"
"FL000612","ELZ","DEI","140","1216.38"
"FL000613","SAW","CAH","367","334.01"
"FL000614","APT","TBO","454","245.48"
"FL000615","IAG","INT","367","68.13"
"FL000616","PUJ","GTN","327","831.19"
"FL000617","NYM","PUZ","188","273.19"
"FL000618","GNT","HTV","287","474.67"
"FL000619","APT","LLL","478","435.45"
"FL000620","JMO","VYI","381","138.83"
"FL000621","PGD","AXX","370","1358.69"
"FL000622","PDP","LUV","164","1184.79"
"FL000623","CEW","NUK","404","652.13"
"FL000624","CSK","SIP","309","1382.07"
"FL000625","PNK","AJF","276","1035.35"
"FL000626","CTB","PUQ","584","621.54"
"FL000627","BOX","MNO","162","1023.52"
"FL000628","ALF","CEA","383","1450.52"
"FL000629","YVQ","GHM","380","488.18"
"FL000630","IUE","LIC","452","1332.48"
"FL000631","KME","CTB","83","1338.68"
"FL000632","BQO","YZH","76","765.64"
"FL000633","GNT","SLC","436","1466.23"
"FL000634","HVK","GTE","365","607.25"
"FL000635","HTM","WAK","483","795.69"
"FL000636","LDE","AJF","129","929.84"
"FL000637","FRZ","KTA","228","1077.24"
"FL000638","UAC","BCT","186","1427.34"
"FL000639","MIE","GLC","254","60.78"
"FL000640","KMI","YVQ","404","187.02"
"FL000641","YTP","BEW","510","1164.36"
"FL000642","SQV","NTC","182","280.77"
"FL000643","OBX","FLT","488","734.16"
"FL000644","YAQ","FLT","541","1145.6"
"FL000645","SGT","TNC","351","150.26"
"FL000646","ACK","HCN","380","1002.39"
"FL000647","PNA","WUV","136","327.66"
"FL000648","BVO","BKM","281","662.32"
